Date,Amount,Description,Balance,Subcategory,Category
2024-07-27,-20.1,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 24/07/2024,670.25,Restaurants,Food
2024-07-27,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/07/2024,690.35,Online Subscriptions,Technology and Services
2024-07-26,-35.0,TIMEZONE HAYMARKET AU Card xx1037,737.35,Entertainment,Activities
2024-07-26,-21.83,SQ *ENJOY MIE Ultimo AU,772.35,Restaurants,Food
2024-07-26,-0.26,International Transaction Fee Value Date: 24/07/2024,794.18,Student Fees,Education
2024-07-26,-7.57,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 24/07/2024,794.44,Online Subscriptions,Technology and Services
2024-07-25,-8.02,SYDNEY PIE CAFE HAYMARKET AU,802.01,Restaurants,Food
2024-07-25,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,810.03,Coffee,Food
2024-07-25,-35.0,TIMEZONE HAYMARKET AU Card xx1037,817.93,Entertainment,Activities
2024-07-25,-4.07,LS Slaps Chippendale AU,852.93,Restaurants,Food
2024-07-25,-18.3,LS Slaps Chippendale AU,857.0,Restaurants,Food
2024-07-25,-21.48,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 22/07/2024,875.3,Apple,Technology and Services
2024-07-25,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 23/07/2024,896.78,Restaurants,Food
2024-07-25,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 24/07/2024,918.76,Transport,Living Expenses
2024-07-24,-7.71,CHATIME BURWOOD WESTF Burwood AU,928.76,Food and Beverage,Food
2024-07-24,-17.75,SLAR GROUP PTY LTD BURWOOD AU Card xx1037,936.47,Restaurants,Food
2024-07-24,-3.99,BURWOOD PHARMACY NSW P BURWOOD AU Card xx1037,954.22,Pharmacy,Personal Care
2024-07-24,-4.2,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 21/07/2024,958.21,Vending Machine,Food
2024-07-24,-4.2,Provender Australia SilverwateNSWAU,962.41,Vending Machine,Food
2024-07-24,-3.0,Provender Australia SilverwateNSWAU,966.61,Vending Machine,Food
2024-07-23,-16.75,ZLR*It's time for Thai Haymarket AU,969.61,Restaurants,Food
2024-07-23,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 20/07/2024,986.36,Vending Machine,Food
2024-07-23,-23.37,DiDiMobility Sydney AU AUS Card xx1037 Value Date: 21/07/2024,989.76,Transport,Living Expenses
2024-07-23,-24.36,SUNFLOWER TAIWANESE ULTIMO NS AUS Card xx1037 Value Date: 20/07/2024,1013.13,Restaurants,Food
2024-07-22,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1037.49,Entertainment,Activities
2024-07-22,-30.74,PEPPER LUNCH SYDNEY NSWAU,1072.49,Restaurants,Food
2024-07-22,-37.61,KENSINGTON INVESTMENT Chippendale AU,1103.23,Rent,Living Expenses
2024-07-21,-4.2,Provender Australia SilverwateNSWAU,1140.84,Vending Machine,Food
2024-07-21,-25.0,WESTSHELL PTY LTD SYDNEY NSW AU,1145.04,Events,Activities
2024-07-21,-12.14,WESTSHELL PTY LTD SYDNEY NSW AU,1170.04,Events,Activities
2024-07-21,-24.29,SURFISH BONDI BEACH NSWAU,1182.18,Restaurants,Food
2024-07-20,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1206.47,Coffee,Food
2024-07-20,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1214.37,Entertainment,Activities
2024-07-20,-23.24,SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 17/07/2024,1249.37,Restaurants,Food
2024-07-19,-4.2,Provender Australia SilverwateNSWAU Value Date: 20/07/2024,1272.61,Vending Machine,Food
2024-07-19,-3.4,Provender Australia SilverwateNSWAU Value Date: 20/07/2024,1276.81,Vending Machine,Food
2024-07-19,-29.0,LANGUAGE ACADEMY,1280.21,Online Subscriptions,Technology and Services
2024-07-19,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1309.21,Coffee,Food
2024-07-19,-23.46,SQ *ENJOY MIE Ultimo AU,1317.11,Restaurants,Food
2024-07-18,-1130.0,Direct Debit 505091 IGLU NO205 PTY 66935,1340.57,Rent,Living Expenses
2024-07-18,-12.08,SYDNEY PIE CAFE HAYMARKET AU,2470.57,Restaurants,Food
2024-07-18,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2482.65,Entertainment,Activities
2024-07-18,-21.83,SQ *ENJOY MIE Ultimo AU,2517.65,Restaurants,Food
2024-07-18,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 16/07/2024,2539.48,Rent,Living Expenses
2024-07-18,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024,2543.48,Rent,Living Expenses
2024-07-18,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 16/07/2024,2547.48,Rent,Living Expenses
2024-07-18,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024,2551.48,Rent,Living Expenses
2024-07-18,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024,2555.48,Rent,Living Expenses
2024-07-17,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2559.48,Coffee,Food
2024-07-17,-27.88,Roll'd Westfield Sydney AU,2567.38,Restaurants,Food
2024-07-17,-32.8,NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 15/07/2024,2595.26,Restaurants,Food
2024-07-17,-3.0,Provender Australia SilverwateNSWAU,2628.06,Vending Machine,Food
2024-07-17,-3.4,Provender Australia SilverwateNSWAU,2631.06,Vending Machine,Food
2024-07-17,-3.4,Provender Australia SilverwateNSWAU,2634.46,Vending Machine,Food
2024-07-17,-3.2,Provender Australia SilverwateNSWAU,2637.86,Vending Machine,Food
2024-07-16,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2641.06,Entertainment,Activities
2024-07-16,-21.83,SQ *ENJOY MIE Ultimo AU,2676.06,Restaurants,Food
2024-07-16,-15.0,HAYMARKET KEBAB HAYMARKET AU AUS Card xx1037 Value Date: 12/07/2024,2697.89,Restaurants,Food
2024-07-16,-1.56,International Transaction Fee Value Date: 12/07/2024,2712.89,Student Fees,Education
2024-07-16,-44.54,GRAMMARLY COBDOVGLS 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/07/2024,2714.45,Online Subscriptions,Technology and Services
2024-07-16,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 12/07/2024,2758.99,Vending Machine,Food
2024-07-16,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 12/07/2024,2762.39,Vending Machine,Food
2024-07-16,-23.24,SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 12/07/2024,2765.79,Restaurants,Food
2024-07-16,-12.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 11/07/2024,2789.03,Restaurants,Food
2024-07-16,-10.0,SMP*Hero Sushi George Sydney AU AUS Card xx1037 Value Date: 13/07/2024,2801.33,Restaurants,Food
2024-07-16,-54.99,LinkedIn Pre P10153128 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/07/2024,2811.33,Online Subscriptions,Technology and Services
2024-07-16,-4.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 13/07/2024,2866.32,Apple,Technology and Services
2024-07-16,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 13/07/2024,2870.81,Transport,Living Expenses
2024-07-15,-16.9,Krispy Kreme Central 2 - 6 Lee StrAU,2880.81,Food and Beverage,Food
2024-07-15,-26.95,QBD THE BOOKSHOP BROADWAY AU,2897.71,Book,Education
2024-07-14,-7.3,STARBUCKS COFFEE B00 SYDNEY AU,2924.66,Coffee,Food
2024-07-14,-25.69,EXQUISITE DINING PL HAYMARKET NSWAU,2931.96,Restaurants,Food
2024-07-14,-7.5,TSG DIXON HAYMARKET NSW AU,2957.65,Grocery,Food
2024-07-13,-8.4,STARBUCKS COFFEE B00 SYDNEY AU,2965.15,Coffee,Food
2024-07-13,-17.2,Transfer To Agnes Lin PayID Phone from CommBank App Payment Farros,2973.55,Events,Activities
2024-07-13,-21.81,PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 11/07/2024,2990.75,Restaurants,Food
2024-07-13,-121.2,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 11/07/2024,3012.56,Student Fees,Education
2024-07-12,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,3133.76,Coffee,Food
2024-07-12,-35.0,TIMEZONE HAYMARKET AU Card xx1037,3141.66,Entertainment,Activities
2024-07-12,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 10/07/2024,3176.66,Vending Machine,Food
2024-07-12,-0.1,International Transaction Fee Value Date: 09/07/2024,3180.06,Student Fees,Education
2024-07-12,-2.73,Google Storage Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/07/2024,3180.16,Online Subscriptions,Technology and Services
2024-07-12,-18.65,BROAD WAVE PTY LTD BROADWAY NS AUS Card xx1037 Value Date: 10/07/2024,3182.89,Restaurants,Food
2024-07-12,-4.2,Provender Australia SilverwateNSWAU,3201.54,Vending Machine,Food
2024-07-11,-32.8,NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 09/07/2024,3205.74,Restaurants,Food
2024-07-11,-16.3,SUSHI HUB SKYVIEW PL SYDNEY NS AUS Card xx1037 Value Date: 08/07/2024,3238.54,Restaurants,Food
2024-07-11,-3.4,Provender Australia SilverwateNSWAU,3254.84,Vending Machine,Food
2024-07-11,-3.4,Provender Australia SilverwateNSWAU,3258.24,Vending Machine,Food
2024-07-11,-4.2,Provender Australia SilverwateNSWAU,3261.64,Vending Machine,Food
2024-07-10,-15.24,CHICKEN FACTORY PTY LTD SYDNEY NSW AU,3265.84,Restaurants,Food
2024-07-10,-7.9,STARBUCKS COFFEE B03 ULTIMO AU,3281.08,Coffee,Food
2024-07-10,-13.99,Spotify P2D9073703 Sydney AU AUS Card xx1037 Value Date: 08/07/2024,3288.98,Online Subscriptions,Technology and Services
2024-07-10,-10.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 06/07/2024,3302.97,Restaurants,Food
2024-07-10,-3.4,Provender Australia SilverwateNSWAU,3313.27,Vending Machine,Food
2024-07-10,-4.2,Provender Australia SilverwateNSWAU,3316.67,Vending Machine,Food
2024-07-09,-17.99,Canva* 04207-22342765,3320.87,Online Subscriptions,Technology and Services
2024-07-09,3185.0,IZMIRTA RACHMAN REF 2024070900009670,3338.86,Credit,Financial Transactions
2024-07-09,-23.34,PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 05/07/2024,153.86,Restaurants,Food
2024-07-09,-14.11,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 04/07/2024,177.2,Restaurants,Food
2024-07-09,-32.8,NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 06/07/2024,191.31,Restaurants,Food
2024-07-09,-33.48,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 05/07/2024,224.11,Apple,Technology and Services
2024-07-09,-69.0,JB HI FI BROADWAY BROADWAY NS AUS Card xx1037 Value Date: 06/07/2024,257.59,Shopping,Financial Transactions
2024-07-09,-4.2,Provender Australia SilverwateNSWAU,326.59,Vending Machine,Food
2024-07-09,-4.2,Provender Australia SilverwateNSWAU,330.79,Vending Machine,Food
2024-07-08,-21.83,SQ *ENJOY MIE Ultimo AU,334.99,Restaurants,Food
2024-07-07,-21.74,FAT FISH Annandale AU,356.82,Restaurants,Food
2024-07-07,-3.4,Provender Australia SilverwateNSWAU,378.56,Vending Machine,Food
2024-07-07,-3.4,Provender Australia SilverwateNSWAU,381.96,Vending Machine,Food
2024-07-07,-4.2,Provender Australia SilverwateNSWAU,385.36,Vending Machine,Food
2024-07-06,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,389.56,Coffee,Food
2024-07-06,-15.2,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 04/07/2024,397.46,Grocery,Food
2024-07-06,-4.0,IGLU LAUNDRY - BROADWA AUSTRALIA AU AUS Card xx1037 Value Date: 03/07/2024,412.66,Rent,Living Expenses
2024-07-06,-4.0,IGLU LAUNDRY - BROADWA AUSTRALIA AU AUS Card xx1037 Value Date: 03/07/2024,416.66,Rent,Living Expenses
2024-07-06,-4.0,IGLU LAUNDRY - BROADWA AUSTRALIA AU AUS Card xx1037 Value Date: 04/07/2024,420.66,Rent,Living Expenses
2024-07-06,-4.0,IGLU LAUNDRY - BROADWA AUSTRALIA AU AUS Card xx1037 Value Date: 04/07/2024,424.66,Rent,Living Expenses
2024-07-06,-9.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/07/2024,428.66,Apple,Technology and Services
2024-07-05,-123.68,Direct Debit 119218 Vodafone Aus A3-2afb0401d,438.65,Mobile Services,Technology and Services
2024-07-05,-26.29,SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 03/07/2024,562.33,Restaurants,Food
2024-07-04,-1104.85,Direct Debit 505091 IGLU NO205 PTY 66935,588.62,Rent,Living Expenses
2024-07-04,-5.08,Kensington Investment Chippendale AU,1693.47,Rent,Living Expenses
2024-07-04,-15.15,Kensington Investment Chippendale AU,1698.55,Rent,Living Expenses
2024-07-04,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 01/07/2024,1713.7,Online Subscriptions,Technology and Services
2024-07-04,-23.24,SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 02/07/2024,1727.69,Restaurants,Food
2024-07-03,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1750.93,Coffee,Food
2024-07-03,-28.39,Roll'd Westfield Sydney AU,1758.83,Restaurants,Food
2024-07-03,-32.8,NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 01/07/2024,1787.22,Restaurants,Food
2024-07-03,-29.99,ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/07/2024,1820.02,Online Subscriptions,Technology and Services
2024-07-02,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1850.01,Coffee,Food
2024-07-02,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1857.91,Entertainment,Activities
2024-07-02,-21.83,SQ *ENJOY MIE Ultimo AU,1892.91,Restaurants,Food
2024-07-02,-31.8,NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 28/06/2024,1914.74,Restaurants,Food
2024-07-02,-24.81,PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 30/06/2024,1946.54,Restaurants,Food
2024-07-01,-3.4,Provender Australia SilverwateNSWAU,1971.35,Vending Machine,Food
2024-07-01,-3.0,Provender Australia SilverwateNSWAU,1974.75,Vending Machine,Food
2024-07-01,-3.0,Provender Australia SilverwateNSWAU,1977.75,Vending Machine,Food
2024-07-01,-6.5,STARBUCKS COFFEE B01 CHIPPENDALE AU,1980.75,Coffee,Food
